Zipcode,Household_Income,Income_per_Capita,Population
90710,59817.0,26646.0,28185.0
90094,146325.0,92419.0,9368.0
90755,75461.0,37498.0,11555.0
94043,125916.0,71492.0,31488.0
94087,153036.0,69982.0,57219.0
94089,112750.0,52528.0,22313.0
94108,62173.0,55302.0,14550.0
94116,107619.0,55140.0,47823.0
94118,110216.0,71567.0,41468.0
94122,109607.0,54038.0,62131.0
94306,142438.0,78952.0,27549.0
94401,89176.0,43426.0,35414.0
94508,87422.0,32269.0,4298.0
94515,84000.0,55297.0,7436.0
94518,93085.0,42602.0,28428.0
94530,99954.0,51876.0,25754.0
94536,116609.0,46643.0,73855.0
94541,74552.0,31260.0,66056.0
94546,91513.0,42245.0,44272.0
94547,110476.0,42830.0,25343.0
94552,151667.0,66913.0,15412.0
94565,67772.0,26187.0,96081.0
94566,153684.0,68989.0,45910.0
93003,77185.0,36589.0,52272.0
93023,72670.0,43892.0,20231.0
93103,90986.0,46447.0,20353.0
93108,139130.0,95939.0,10896.0
93601,59278.0,27185.0,1726.0
93603,28828.0,62223.0,183.0
93245,57314.0,24160.0,38606.0
93449,88003.0,60148.0,8116.0
93652,37313.0,13322.0,426.0
93033,61698.0,16787.0,83782.0
93036,70173.0,24967.0,47442.0
93043,88333.0,12327.0,184.0
93258,28387.0,12228.0,2075.0
93314,108767.0,42011.0,28590.0
93592,63194.0,40147.0,77.0
93619,118010.0,46383.0,37463.0
93636,80074.0,31822.0,12690.0
93723,82708.0,33183.0,13189.0
93730,114171.0,52607.0,11926.0
93235,33441.0,12435.0,4198.0
93283,34611.0,18774.0,2343.0
93953,138542.0,75179.0,4117.0
93426,81917.0,33059.0,1604.0
93545,43859.0,23930.0,1899.0
93623,108092.0,38099.0,123.0
93611,87379.0,33430.0,48473.0
92114,64390.0,22606.0,70039.0
92115,48442.0,23780.0,65853.0
92120,91947.0,46412.0,29142.0
92122,80232.0,42347.0,48438.0
92154,64942.0,21034.0,86811.0
92220,41144.0,20927.0,33014.0
92233,35230.0,6919.0,7618.0
92274,27779.0,13401.0,15118.0
92308,49098.0,22957.0,41807.0
94063,71458.0,31362.0,34503.0
94535,64888.0,22709.0,3857.0
94561,93515.0,31397.0,41911.0
94567,57250.0,37183.0,696.0
94585,78750.0,29794.0,29599.0
94588,143903.0,59700.0,36316.0
94592,126389.0,42299.0,1087.0
94607,50149.0,36394.0,26254.0
94611,124483.0,78683.0,39384.0
94709,71175.0,47547.0,11740.0
94805,78740.0,39368.0,14208.0
94022,216042.0,122105.0,19378.0
